H01,H02,H03,H04,H05,H06,H07,H08,date,rands,new_date
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jan.2017,18.65,2017-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Feb.2017,18.58,2017-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Mar.2017,18.65,2017-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Apr.2017,18.26,2017-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,May.2017,18.27,2017-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jun.2017,18.48,2017-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jul.2017,18.41,2017-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Aug.2017,18.65,2017-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Sep.2017,18.5,2017-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Oct.2017,19.2,2017-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Nov.2017,18.62,2017-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Dec.2017,19.2,2017-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jan.2018,19.41,2018-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Feb.2018,19.13,2018-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Mar.2018,18.93,2018-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Apr.2018,18.69,2018-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,May.2018,18.64,2018-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jun.2018,18.69,2018-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jul.2018,18.78,2018-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Aug.2018,18.45,2018-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Sep.2018,18.11,2018-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Oct.2018,18.91,2018-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Nov.2018,18.59,2018-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Dec.2018,18.56,2018-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jan.2019,18.98,2019-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Feb.2019,19.13,2019-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Mar.2019,19.64,2019-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Apr.2019,19.5,2019-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,May.2019,19.52,2019-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jun.2019,19.77,2019-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jul.2019,19.57,2019-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Aug.2019,19.17,2019-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Sep.2019,19.46,2019-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Oct.2019,19.6,2019-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Nov.2019,19.94,2019-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Dec.2019,20.06,2019-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jan.2020,19.7,2020-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Feb.2020,19.58,2020-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Mar.2020,19.9,2020-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,March.Online.Price,21.76,2020-03-01 (online price)
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Apr.2020,20.37,2020-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,May.20,25.84,2020-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jun.20,30.32,2020-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jul.20,33.41,2020-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Aug.20,29.92,2020-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Sep.20,32.09,2020-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Oct.20,35.32,2020-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Nov.20,32.04,2020-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Dec.20,28.14,2020-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jan.21,29.89,2021-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Feb.21,30.06,2021-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Mar.21,27.59,2021-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Apr.21,21.23,2021-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,May.21,27.83,2021-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jun.21,26.73,2021-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jul.21,30.99,2021-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Aug.21,31.09,2021-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Sep.21,28.36,2021-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Oct.21,27.47,2021-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Nov.21,28.27,2021-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Dec.21,28.32,2021-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jan.22,24.28,2022-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Feb.22,27.69,2022-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Mar.22,26.52,2022-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Apr.22,23.75,2022-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,May.22,25.01,2022-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jun.22,26.28,2022-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jul.22,25.56,2022-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Aug.22,27.36,2022-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Sep.22,22.07,2022-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Oct.22,22.48,2022-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Nov.22,22.86,2022-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Dec.22,23.23,2022-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jan.23,23.22,2023-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Feb.23,23.54,2023-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Mar.23,23.85,2023-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Apr.23,24.13,2023-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,May.23,24.64,2023-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jun.23,24.03,2023-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Jul.23,25.35,2023-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Aug.23,26.01,2023-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10917,1 Kilogram,Sep.23,26.89,2023-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jan.2017,26.87,2017-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Feb.2017,26.48,2017-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Mar.2017,26.58,2017-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Apr.2017,26.04,2017-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,May.2017,26.12,2017-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jun.2017,26.25,2017-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jul.2017,25.82,2017-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Aug.2017,25.62,2017-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Sep.2017,26.52,2017-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Oct.2017,26.18,2017-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Nov.2017,25.49,2017-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Dec.2017,24.52,2017-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jan.2018,25.58,2018-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Feb.2018,25.22,2018-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Mar.2018,25.54,2018-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Apr.2018,25.36,2018-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,May.2018,25.4,2018-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jun.2018,25.31,2018-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jul.2018,26.01,2018-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Aug.2018,25.6,2018-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Sep.2018,25.09,2018-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Oct.2018,25.56,2018-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Nov.2018,26.09,2018-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Dec.2018,25.83,2018-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jan.2019,26.66,2019-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Feb.2019,26.82,2019-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Mar.2019,26.3,2019-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Apr.2019,26.12,2019-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,May.2019,26.02,2019-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jun.2019,26.47,2019-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jul.2019,26.46,2019-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Aug.2019,26.76,2019-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Sep.2019,26.95,2019-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Oct.2019,26.84,2019-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Nov.2019,27.28,2019-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Dec.2019,27.1,2019-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jan.2020,27.69,2020-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Feb.2020,27.5,2020-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Mar.2020,27.56,2020-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,March.Online.Price,28.67,2020-03-01 (online price)
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Apr.2020,27.34,2020-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,May.20,37.38,2020-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jun.20,41.49,2020-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jul.20,41.94,2020-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Aug.20,39.79,2020-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Sep.20,39.64,2020-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Oct.20,43.22,2020-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Nov.20,43.24,2020-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Dec.20,39.42,2020-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jan.21,42.28,2021-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Feb.21,43.41,2021-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Mar.21,42.11,2021-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Apr.21,39.46,2021-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,May.21,39.01,2021-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jun.21,40.95,2021-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jul.21,43.34,2021-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Aug.21,43.52,2021-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Sep.21,40.63,2021-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Oct.21,40.82,2021-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Nov.21,40.56,2021-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Dec.21,39.11,2021-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jan.22,38.61,2022-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Feb.22,38.78,2022-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Mar.22,38.26,2022-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Apr.22,37.23,2022-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,May.22,37.1,2022-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jun.22,38.49,2022-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jul.22,40.58,2022-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Aug.22,41.1,2022-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Sep.22,35.48,2022-09-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Oct.22,35.66,2022-10-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Nov.22,35.01,2022-11-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Dec.22,35.82,2022-12-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jan.23,35.18,2023-01-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Feb.23,35.53,2023-02-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Mar.23,36.34,2023-03-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Apr.23,36,2023-04-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,May.23,37.72,2023-05-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jun.23,37.97,2023-06-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Jul.23,39.26,2023-07-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Aug.23,40.72,2023-08-01
P0141,Consumer Price Index,1111001,Rice,Price (Rand),monthly,10924,2 Kilogram,Sep.23,42.49,2023-09-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jan.2017,13.41,2017-01-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Feb.2017,13.38,2017-02-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Mar.2017,13.43,2017-03-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Apr.2017,13.49,2017-04-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,May.2017,13.37,2017-05-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jun.2017,13.36,2017-06-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jul.2017,13.41,2017-07-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Aug.2017,13.22,2017-08-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Sep.2017,13.03,2017-09-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Oct.2017,12.98,2017-10-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Nov.2017,12.92,2017-11-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Dec.2017,12.91,2017-12-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jan.2018,12.92,2018-01-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Feb.2018,13.08,2018-02-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Mar.2018,12.95,2018-03-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Apr.2018,13.05,2018-04-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,May.2018,12.92,2018-05-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jun.2018,12.96,2018-06-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jul.2018,12.95,2018-07-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Aug.2018,12.98,2018-08-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Sep.2018,13.14,2018-09-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Oct.2018,13.14,2018-10-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Nov.2018,13.17,2018-11-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Dec.2018,13.29,2018-12-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jan.2019,13.45,2019-01-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Feb.2019,13.7,2019-02-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Mar.2019,13.86,2019-03-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Apr.2019,13.85,2019-04-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,May.2019,13.96,2019-05-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jun.2019,13.9,2019-06-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jul.2019,13.83,2019-07-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Aug.2019,13.75,2019-08-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Sep.2019,13.73,2019-09-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Oct.2019,13.71,2019-10-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Nov.2019,13.62,2019-11-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Dec.2019,13.51,2019-12-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jan.2020,13.51,2020-01-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Feb.2020,13.63,2020-02-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Mar.2020,13.66,2020-03-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,March.Online.Price,14.21,2020-03-01 (online price)
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Apr.2020,14.43,2020-04-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,May.20,14.7,2020-05-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jun.20,15.19,2020-06-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jul.20,15.05,2020-07-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Aug.20,15.38,2020-08-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Sep.20,15.03,2020-09-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Oct.20,15.1,2020-10-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Nov.20,15.42,2020-11-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Dec.20,15.21,2020-12-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jan.21,15.63,2021-01-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Feb.21,15.81,2021-02-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Mar.21,15.65,2021-03-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Apr.21,15.11,2021-04-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,May.21,15.33,2021-05-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jun.21,15.24,2021-06-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jul.21,15.57,2021-07-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Aug.21,15.3,2021-08-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Sep.21,15.27,2021-09-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Oct.21,15.39,2021-10-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Nov.21,15.68,2021-11-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Dec.21,15.46,2021-12-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Jan.22,15.47,2022-01-01
P0141,Consumer Price Index,1112001,Loaf of white bread,Price (Rand),monthly,10902,700 Gram,Feb.22,16.16,2022-02-01
