H01,H02,H03,H04,H05,H06,H07,H08,date,rands,new_date
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Aug.21,149.5,2021-08-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Sep.21,148.76,2021-09-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Oct.21,148.32,2021-10-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Nov.21,147.47,2021-11-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Dec.21,151.22,2021-12-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Jan.22,152.19,2022-01-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Feb.22,152.34,2022-02-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Mar.22,157.9,2022-03-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Apr.22,162.23,2022-04-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,May.22,163.46,2022-05-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Jun.22,161.73,2022-06-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Jul.22,166.47,2022-07-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Aug.22,161.19,2022-08-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Sep.22,163.26,2022-09-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Oct.22,163.66,2022-10-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Nov.22,164.08,2022-11-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Dec.22,163.67,2022-12-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Jan.23,164.75,2023-01-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Feb.23,168.61,2023-02-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Mar.23,170.32,2023-03-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Apr.23,171.38,2023-04-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,May.23,171.09,2023-05-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Jun.23,172.83,2023-06-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Jul.23,174.73,2023-07-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Aug.23,175.46,2023-08-01
P0141,Consumer Price Index,1143001,Powdered milk,Price (Rand),monthly,10916,900 Gram,Sep.23,177.23,2023-09-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jan.2017,23.34,2017-01-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Feb.2017,24.98,2017-02-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Mar.2017,24.83,2017-03-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Apr.2017,24.99,2017-04-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,May.2017,25.43,2017-05-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jun.2017,25.68,2017-06-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jul.2017,26.28,2017-07-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Aug.2017,25.49,2017-08-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Sep.2017,24.94,2017-09-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Oct.2017,25.02,2017-10-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Nov.2017,25.17,2017-11-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Dec.2017,25.46,2017-12-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jan.2018,25.02,2018-01-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Feb.2018,25.11,2018-02-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Mar.2018,25.06,2018-03-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Apr.2018,26.05,2018-04-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,May.2018,25.81,2018-05-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jun.2018,26.13,2018-06-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jul.2018,24.79,2018-07-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Aug.2018,24.56,2018-08-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Sep.2018,24.61,2018-09-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Oct.2018,24.89,2018-10-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Nov.2018,25.52,2018-11-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Dec.2018,26.05,2018-12-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jan.2019,25.99,2019-01-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Feb.2019,26.52,2019-02-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Mar.2019,26.81,2019-03-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Apr.2019,26.76,2019-04-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,May.2019,26.86,2019-05-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jun.2019,26.92,2019-06-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jul.2019,26.6,2019-07-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Aug.2019,27.44,2019-08-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Sep.2019,27.33,2019-09-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Oct.2019,26.99,2019-10-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Nov.2019,27.17,2019-11-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Dec.2019,27.17,2019-12-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jan.2020,27.02,2020-01-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Feb.2020,27.27,2020-02-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Mar.2020,27.14,2020-03-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,March.Online.Price,30.7,2020-03-01 (online price)
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Apr.2020,30.07,2020-04-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,May.20,24.99,2020-05-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jun.20,27.49,2020-06-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jul.20,26.72,2020-07-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Aug.20,26.77,2020-08-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Sep.20,26.81,2020-09-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Oct.20,28.4,2020-10-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Nov.20,27.4,2020-11-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Dec.20,27.76,2020-12-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jan.21,28.58,2021-01-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Feb.21,29.77,2021-02-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Mar.21,29.6,2021-03-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Apr.21,29.6,2021-04-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,May.21,29.61,2021-05-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jun.21,29.69,2021-06-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jul.21,31.37,2021-07-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Aug.21,31.37,2021-08-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Sep.21,31.01,2021-09-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Oct.21,31.31,2021-10-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Nov.21,31.33,2021-11-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Dec.21,31.61,2021-12-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jan.22,32.12,2022-01-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Feb.22,33.33,2022-02-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Mar.22,33.69,2022-03-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Apr.22,35.52,2022-04-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,May.22,35.78,2022-05-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jun.22,35.68,2022-06-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jul.22,36.15,2022-07-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Aug.22,36.04,2022-08-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Sep.22,36.77,2022-09-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Oct.22,37.03,2022-10-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Nov.22,37.03,2022-11-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Dec.22,37.05,2022-12-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jan.23,37.14,2023-01-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Feb.23,37.22,2023-02-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Mar.23,37.34,2023-03-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Apr.23,37.55,2023-04-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,May.23,38.7,2023-05-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jun.23,38.79,2023-06-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Jul.23,41.62,2023-07-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Aug.23,42.16,2023-08-01
P0141,Consumer Price Index,1143002,Whiteners,Price (Rand),monthly,10895,500 Gram,Sep.23,43.89,2023-09-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jan.2017,22.38,2017-01-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Feb.2017,22.62,2017-02-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Mar.2017,22.21,2017-03-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Apr.2017,22.49,2017-04-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,May.2017,22.36,2017-05-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jun.2017,22.04,2017-06-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jul.2017,22.22,2017-07-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Aug.2017,22.05,2017-08-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Sep.2017,21.92,2017-09-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Oct.2017,22.18,2017-10-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Nov.2017,21.92,2017-11-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Dec.2017,21.84,2017-12-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jan.2018,22.37,2018-01-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Feb.2018,22.38,2018-02-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Mar.2018,22.28,2018-03-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Apr.2018,22.15,2018-04-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,May.2018,22.66,2018-05-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jun.2018,22.67,2018-06-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jul.2018,23.08,2018-07-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Aug.2018,23.45,2018-08-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Sep.2018,23.22,2018-09-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Oct.2018,22.98,2018-10-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Nov.2018,22.64,2018-11-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Dec.2018,22.57,2018-12-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jan.2019,23.61,2019-01-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Feb.2019,23.78,2019-02-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Mar.2019,23.62,2019-03-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Apr.2019,23.32,2019-04-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,May.2019,24.06,2019-05-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jun.2019,24.1,2019-06-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jul.2019,23.97,2019-07-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Aug.2019,24.15,2019-08-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Sep.2019,24.41,2019-09-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Oct.2019,24.11,2019-10-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Nov.2019,24.13,2019-11-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Dec.2019,24.19,2019-12-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jan.2020,24.74,2020-01-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Feb.2020,24.71,2020-02-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Mar.2020,24.31,2020-03-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,March.Online.Price,24.88,2020-03-01 (online price)
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Apr.2020,24.99,2020-04-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,May.20,24.29,2020-05-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jun.20,24.59,2020-06-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jul.20,24.67,2020-07-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Aug.20,24.69,2020-08-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Sep.20,24.95,2020-09-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Oct.20,25.08,2020-10-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Nov.20,25.06,2020-11-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Dec.20,24.93,2020-12-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jan.21,25.71,2021-01-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Feb.21,24.79,2021-02-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Mar.21,24.71,2021-03-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Apr.21,25.98,2021-04-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,May.21,26.39,2021-05-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jun.21,26.66,2021-06-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jul.21,25.36,2021-07-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Aug.21,26.52,2021-08-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Sep.21,26.22,2021-09-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Oct.21,26.52,2021-10-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Nov.21,25.51,2021-11-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Dec.21,24.41,2021-12-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jan.22,26.27,2022-01-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Feb.22,26.76,2022-02-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Mar.22,25.82,2022-03-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Apr.22,25.86,2022-04-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,May.22,27.21,2022-05-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jun.22,26.71,2022-06-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jul.22,29,2022-07-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Aug.22,29.51,2022-08-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Sep.22,29.71,2022-09-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Oct.22,29.86,2022-10-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Nov.22,30.2,2022-11-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Dec.22,30.34,2022-12-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jan.23,30.55,2023-01-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Feb.23,31.37,2023-02-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Mar.23,31.29,2023-03-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Apr.23,30.82,2023-04-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,May.23,32.31,2023-05-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jun.23,32.76,2023-06-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Jul.23,33.29,2023-07-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Aug.23,33.83,2023-08-01
P0141,Consumer Price Index,1143003,Condensed milk,Price (Rand),monthly,10881,385 Gram,Sep.23,33.93,2023-09-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jan.2017,28.27,2017-01-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Feb.2017,28.04,2017-02-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Mar.2017,28.05,2017-03-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Apr.2017,27.56,2017-04-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,May.2017,28.33,2017-05-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jun.2017,28.49,2017-06-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jul.2017,29.04,2017-07-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Aug.2017,28.97,2017-08-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Sep.2017,28.76,2017-09-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Oct.2017,29.3,2017-10-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Nov.2017,28.92,2017-11-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Dec.2017,28.57,2017-12-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jan.2018,29.23,2018-01-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Feb.2018,29.07,2018-02-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Mar.2018,29.38,2018-03-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Apr.2018,29.02,2018-04-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,May.2018,29.34,2018-05-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jun.2018,30.4,2018-06-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jul.2018,30.3,2018-07-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Aug.2018,29.93,2018-08-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Sep.2018,29.58,2018-09-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Oct.2018,30.36,2018-10-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Nov.2018,30.33,2018-11-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Dec.2018,30.4,2018-12-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jan.2019,30.54,2019-01-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Feb.2019,30.29,2019-02-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Mar.2019,30.63,2019-03-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Apr.2019,30.56,2019-04-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,May.2019,30.54,2019-05-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jun.2019,30.51,2019-06-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jul.2019,31.13,2019-07-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Aug.2019,31.75,2019-08-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Sep.2019,31.5,2019-09-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Oct.2019,31.31,2019-10-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Nov.2019,31.27,2019-11-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Dec.2019,31.02,2019-12-01
P0141,Consumer Price Index,1144001,Plain yogurt,Price (Rand),monthly,10917,1 Kilogram,Jan.2020,31.12,2020-01-01
